id_cliente,genero,cidadao_senior,parceiro,dependentes,permanencia_meses,servico_telefone,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,tv_streaming,filmes_streaming,contrato,fatura_sem_papel,metodo_pagamento,cobrancas_mensais,cobrancas_totais,evasao,ticket_medio,cliente_novo
7363-qtbiw,feminino,0,sim,nao,9,sim,nao,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque_eletronico,79.75,769.1,0,76.91,0
4159-naaix,feminino,0,nao,nao,63,sim,sim,fibra_otica,nao,sim,nao,nao,sim,sim,dois_anos,nao,transferencia_bancaria,97.45,6253.0,0,97.703125,0
0971-qifjk,feminino,0,sim,nao,69,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,transferencia_bancaria,24.25,1641.8,0,23.454285714285714,0
9397-tzsha,feminino,0,nao,nao,69,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cartao_credito,24.6,1678.05,0,23.972142857142856,0
3391-jsqew,masculino,0,sim,nao,40,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,sim,cheque_enviado,50.15,2058.5,0,50.207317073170735,0
0343-qluzp,masculino,0,nao,nao,60,nao,sem_servico_telefone,dsl,sim,sim,sim,nao,nao,nao,dois_anos,nao,transferencia_bancaria,39.6,2424.5,0,39.74590163934426,0
9763-pdtkk,feminino,0,nao,nao,4,sim,nao,fibra_otica,sim,nao,sim,sim,nao,sim,mensal,sim,transferencia_bancaria,94.4,387.2,1,77.44,1
2176-lvpnx,feminino,1,nao,nao,71,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois_anos,nao,cheque_enviado,89.85,6293.45,0,87.40902777777778,0
7627-jkiaz,feminino,0,sim,nao,37,sim,sim,fibra_otica,nao,nao,sim,nao,nao,nao,mensal,sim,cartao_credito,78.95,2839.65,1,74.72763157894737,0
3312-uumzw,masculino,0,sim,nao,32,sim,sim,fibra_otica,nao,sim,nao,nao,sim,sim,mensal,sim,cartao_credito,98.85,3145.9,0,95.33030303030303,0
1271-uodno,masculino,0,nao,nao,39,sim,sim,dsl,nao,nao,nao,sim,nao,nao,dois_anos,sim,cartao_credito,53.85,2200.7,0,55.0175,0
8461-efqym,feminino,0,nao,nao,38,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,sim,cheque_eletronico,24.25,914.4,0,23.446153846153845,0
6900-rbker,masculino,0,nao,nao,52,sim,sim,fibra_otica,nao,nao,sim,nao,nao,sim,dois_anos,sim,cartao_credito,89.45,4577.75,0,86.37264150943396,0
6891-jpyff,feminino,0,sim,sim,48,sim,sim,fibra_otica,sim,sim,nao,nao,sim,sim,mensal,sim,cartao_credito,105.25,4997.5,0,101.98979591836735,0
1459-qnfqt,masculino,0,sim,sim,70,nao,sem_servico_telefone,dsl,sim,nao,sim,sim,sim,sim,dois_anos,nao,transferencia_bancaria,59.5,4144.8,0,58.3774647887324,0
1047-nncbf,masculino,0,nao,nao,20,sim,nao,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,nao,cartao_credito,70.55,1493.55,0,71.12142857142857,0
3696-xrien,feminino,0,nao,nao,50,sim,sim,dsl,sim,nao,sim,sim,sim,sim,um_ano,sim,cartao_credito,82.5,4179.1,0,81.94313725490197,0
4081-dyxav,feminino,0,nao,nao,19,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,sim,sim,um_ano,sim,cartao_credito,44.85,893.55,1,44.677499999999995,0
0074-hdkdg,masculino,0,sim,sim,25,sim,nao,dsl,sim,sim,sim,nao,nao,nao,um_ano,sim,transferencia_bancaria,61.6,1611.0,0,61.96153846153846,0
8791-gfxlz,masculino,0,nao,nao,12,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,sim,transferencia_bancaria,49.05,593.05,0,45.61923076923077,0
8111-sllhi,masculino,1,sim,nao,39,sim,sim,fibra_otica,nao,sim,sim,nao,sim,sim,mensal,sim,cheque_eletronico,105.65,4284.8,1,107.12,0
0927-lcsmg,masculino,0,nao,nao,7,sim,nao,fibra_otica,nao,nao,sim,nao,nao,nao,mensal,nao,cheque_enviado,74.65,544.55,1,68.06875,0
9330-dhbfl,feminino,0,sim,sim,23,sim,nao,dsl,sim,sim,sim,sim,nao,nao,um_ano,sim,cheque_enviado,66.25,1533.8,0,63.90833333333333,0
0098-bowso,masculino,0,nao,nao,27,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,cheque_eletronico,19.4,529.8,0,18.92142857142857,0
3452-abwrl,masculino,1,nao,nao,47,sim,sim,fibra_otica,nao,nao,nao,nao,sim,nao,mensal,sim,cartao_credito,86.05,3865.6,0,80.53333333333333,0
5859-hzylf,masculino,0,sim,sim,26,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,sim,cartao_credito,19.15,515.75,0,19.10185185185185,0
8257-rzahr,feminino,0,sim,nao,14,sim,sim,dsl,sim,nao,nao,nao,sim,nao,mensal,sim,transferencia_bancaria,64.7,941.0,1,62.733333333333334,0
5293-wxjak,feminino,1,sim,nao,11,sim,sim,fibra_otica,nao,nao,sim,sim,sim,sim,mensal,sim,transferencia_bancaria,104.05,1133.65,1,94.47083333333335,0
3156-qlhbo,masculino,0,nao,sim,2,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,nao,cheque_enviado,19.25,48.35,0,16.116666666666667,1
2208-nqbct,feminino,0,sim,sim,26,sim,nao,fibra_otica,sim,sim,nao,nao,nao,nao,mensal,nao,cheque_eletronico,81.95,2070.05,0,76.66851851851852,0
1779-pwpmg,feminino,1,sim,nao,72,sim,sim,fibra_otica,sim,sim,sim,sim,sim,sim,dois_anos,sim,transferencia_bancaria,114.65,8333.95,0,114.16369863013699,0
6621-nrzak,feminino,0,sim,sim,63,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cartao_credito,20.0,1209.25,0,18.89453125,0
0831-jnisg,masculino,0,sim,sim,71,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cheque_enviado,19.8,1396.25,0,19.39236111111111,0
0774-ifuvm,masculino,0,sim,sim,11,sim,sim,dsl,sim,nao,nao,nao,sim,nao,mensal,sim,transferencia_bancaria,65.15,723.35,0,60.27916666666667,0
3082-wqrvy,masculino,1,sim,nao,14,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cheque_enviado,19.65,228.65,0,15.243333333333334,0
9553-dlclu,feminino,0,nao,sim,13,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois_anos,nao,cartao_credito,88.95,1161.75,0,82.98214285714286,0
1641-bybtk,masculino,0,nao,sim,6,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,cheque_enviado,20.2,98.35,0,14.049999999999999,1
2460-ngxbj,masculino,1,sim,sim,11,sim,sim,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cartao_credito,75.2,775.3,0,64.60833333333333,0
2446-zkvaf,masculino,0,sim,nao,18,sim,sim,dsl,nao,sim,nao,nao,nao,nao,mensal,nao,cartao_credito,56.8,1074.65,0,56.56052631578948,0
0841-nulxi,masculino,0,nao,nao,1,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,nao,sim,mensal,sim,cheque_eletronico,35.55,35.55,1,17.775,1
3522-cdkhf,feminino,0,sim,nao,32,sim,nao,fibra_otica,sim,nao,nao,nao,nao,nao,mensal,sim,transferencia_bancaria,75.5,2324.7,0,70.44545454545454,0
1430-sfqsa,masculino,0,nao,nao,29,nao,sem_servico_telefone,dsl,sim,nao,nao,sim,nao,nao,um_ano,nao,cheque_enviado,35.6,1072.6,0,35.75333333333333,0
0411-ezjze,feminino,0,nao,nao,3,sim,sim,dsl,nao,nao,nao,nao,sim,nao,mensal,sim,cheque_eletronico,60.25,170.5,0,42.625,1
7851-wzeky,feminino,0,nao,nao,2,sim,sim,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,95.15,196.9,1,65.63333333333334,1
8844-tonud,masculino,0,sim,sim,13,sim,nao,fibra_otica,nao,nao,sim,nao,sim,sim,mensal,sim,cheque_enviado,96.65,1162.85,1,83.06071428571428,0
8807-arqet,feminino,0,nao,nao,41,nao,sem_servico_telefone,dsl,nao,sim,nao,nao,nao,sim,mensal,sim,cheque_eletronico,40.35,1677.85,0,39.94880952380952,0
8992-ceuen,feminino,0,nao,nao,1,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,nao,cheque_eletronico,18.85,18.85,0,9.425,1
4320-qmlla,masculino,0,nao,nao,7,sim,nao,dsl,nao,nao,nao,nao,sim,nao,mensal,nao,cheque_enviado,54.85,370.4,0,46.3,0
8777-pvygu,feminino,0,sim,nao,52,sim,nao,dsl,sim,nao,sim,nao,sim,nao,um_ano,sim,cheque_enviado,64.3,3410.6,0,64.35094339622641,0
8292-itgyj,feminino,0,sim,sim,45,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,sim,transferencia_bancaria,24.65,1138.8,0,24.756521739130434,0
6870-zwmnx,masculino,0,sim,nao,70,sim,sim,dsl,nao,sim,sim,sim,sim,nao,dois_anos,nao,cartao_credito,76.1,5264.25,0,74.1443661971831,0
0621-cxbkl,feminino,0,nao,nao,53,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cheque_enviado,18.7,1005.7,0,18.624074074074073,0
5268-dsmnq,feminino,1,sim,nao,62,sim,sim,fibra_otica,nao,sim,sim,nao,sim,nao,um_ano,sim,cartao_credito,97.95,5936.55,0,94.23095238095239,0
5334-jlaxu,feminino,0,sim,nao,60,sim,sim,fibra_otica,sim,sim,nao,nao,nao,sim,mensal,sim,cartao_credito,94.1,5475.9,0,89.76885245901639,0
4086-yqsnz,feminino,1,sim,nao,3,sim,nao,fibra_otica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque_eletronico,80.4,224.05,1,56.0125,1
6242-mbhpk,feminino,1,sim,nao,23,sim,nao,fibra_otica,sim,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,95.1,2326.05,0,96.91875,0
5868-czjdr,masculino,0,nao,sim,1,nao,sem_servico_telefone,dsl,nao,sim,nao,nao,nao,nao,mensal,sim,cheque_enviado,31.35,31.35,1,15.675,1
9359-ugbtk,feminino,0,nao,nao,67,sim,nao,dsl,sim,nao,sim,sim,nao,sim,um_ano,sim,transferencia_bancaria,72.35,4991.5,0,73.40441176470588,0
0135-nmxap,feminino,0,nao,nao,12,sim,sim,fibra_otica,nao,sim,nao,nao,sim,nao,mensal,sim,transferencia_bancaria,89.75,1052.4,1,80.95384615384616,0
4782-osfxz,feminino,1,sim,nao,71,sim,sim,dsl,sim,sim,sim,sim,nao,sim,dois_anos,sim,transferencia_bancaria,82.7,5831.2,0,80.98888888888888,0
6479-oausd,masculino,0,nao,nao,25,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cartao_credito,19.9,510.8,0,19.646153846153847,0
7129-acfog,feminino,0,nao,nao,5,sim,sim,dsl,sim,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,53.8,283.95,0,47.324999999999996,1
4189-nakjs,masculino,0,nao,nao,26,sim,sim,dsl,nao,nao,nao,nao,nao,nao,um_ano,sim,cartao_credito,51.55,1295.4,0,47.97777777777778,0
5562-betpv,masculino,0,sim,sim,1,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cheque_enviado,19.65,19.65,0,9.825,1
1282-ihqac,masculino,1,nao,nao,70,nao,sem_servico_telefone,dsl,nao,sim,sim,nao,sim,nao,um_ano,sim,cartao_credito,44.05,3011.65,0,42.417605633802815,0
9127-fhjbz,masculino,0,sim,sim,72,sim,sim,fibra_otica,sim,sim,sim,sim,sim,sim,dois_anos,sim,cheque_eletronico,114.0,8093.15,0,110.86506849315067,0
6270-omfiw,masculino,0,sim,nao,60,sim,nao,fibra_otica,nao,sim,nao,nao,sim,sim,um_ano,sim,cheque_eletronico,94.4,5610.25,1,91.97131147540983,0
1641-rqday,feminino,1,sim,sim,32,sim,sim,fibra_otica,nao,sim,nao,nao,sim,sim,mensal,sim,cheque_eletronico,100.4,3217.65,0,97.50454545454545,0
0107-weslm,masculino,0,nao,nao,1,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,cheque_eletronico,19.85,19.85,1,9.925,1
6994-orcwg,feminino,0,nao,nao,14,sim,sim,dsl,nao,sim,nao,nao,nao,nao,um_ano,sim,cheque_enviado,54.25,773.2,0,51.54666666666667,0
1346-ufhax,feminino,0,nao,nao,13,sim,sim,fibra_otica,sim,nao,nao,nao,nao,nao,mensal,sim,cartao_credito,80.0,1029.35,0,73.52499999999999,0
3992-ywpko,feminino,0,nao,nao,6,sim,sim,fibra_otica,nao,sim,sim,sim,sim,sim,mensal,sim,cartao_credito,109.9,669.45,1,95.63571428571429,1
2933-xeujm,feminino,0,nao,nao,46,sim,sim,dsl,sim,nao,sim,nao,sim,sim,dois_anos,nao,cheque_enviado,79.2,3593.8,0,76.46382978723405,0
0125-lzqxk,masculino,0,nao,nao,15,sim,nao,fibra_otica,nao,nao,sim,sim,sim,sim,mensal,sim,cheque_eletronico,101.35,1553.95,1,97.121875,0
5461-qkntn,masculino,1,sim,nao,43,sim,sim,fibra_otica,nao,sim,nao,sim,sim,nao,mensal,sim,cheque_eletronico,94.3,3953.15,0,89.84431818181818,0
4835-ysjmr,masculino,0,nao,nao,39,sim,nao,dsl,nao,nao,nao,sim,nao,nao,dois_anos,sim,transferencia_bancaria,49.8,1971.15,0,49.27875,0
8399-yndch,masculino,1,nao,nao,21,sim,nao,dsl,nao,nao,sim,nao,sim,nao,mensal,sim,transferencia_bancaria,60.05,1236.15,1,56.18863636363637,0
3164-yaxfy,masculino,0,nao,nao,57,nao,sem_servico_telefone,dsl,sim,nao,sim,nao,sim,sim,mensal,sim,cheque_eletronico,53.75,3196.0,0,55.10344827586207,0
0887-wbjvh,feminino,0,sim,nao,53,sim,nao,fibra_otica,nao,nao,nao,sim,sim,sim,um_ano,sim,cheque_eletronico,93.45,4872.2,0,90.22592592592592,0
4660-iribm,masculino,0,sim,sim,18,sim,nao,fibra_otica,sim,nao,sim,nao,sim,nao,mensal,sim,cheque_enviado,87.9,1500.5,0,78.97368421052632,0
5673-fssmf,feminino,0,nao,nao,1,sim,sim,dsl,nao,nao,nao,nao,nao,sim,mensal,sim,cheque_eletronico,60.15,60.15,1,30.075,1
7670-zbpoq,feminino,0,sim,nao,58,sim,sim,dsl,sim,nao,nao,sim,nao,nao,um_ano,sim,transferencia_bancaria,61.05,3478.75,0,58.96186440677966,0
8089-uzwlx,feminino,1,nao,nao,71,sim,sim,fibra_otica,nao,nao,sim,nao,sim,sim,dois_anos,nao,transferencia_bancaria,104.05,7413.55,0,102.96597222222222,0
0080-orozo,feminino,0,nao,nao,35,sim,nao,fibra_otica,nao,nao,sim,sim,sim,sim,um_ano,sim,cheque_eletronico,99.25,3532.0,0,98.11111111111111,0
3916-nrpap,masculino,0,nao,nao,3,sim,nao,fibra_otica,nao,nao,sim,nao,nao,sim,mensal,nao,cartao_credito,85.7,256.75,0,64.1875,1
6807-siwji,masculino,0,nao,nao,38,sim,sim,fibra_otica,sim,sim,nao,nao,sim,sim,um_ano,sim,cheque_eletronico,104.85,3887.25,0,99.67307692307692,0
8221-hvayi,masculino,0,sim,sim,35,sim,sim,dsl,sim,sim,sim,sim,nao,nao,dois_anos,sim,cartao_credito,69.15,2490.15,0,69.17083333333333,0
1579-klydt,masculino,0,nao,nao,7,sim,sim,fibra_otica,nao,nao,sim,nao,sim,nao,mensal,sim,cheque_eletronico,90.45,593.45,1,74.18125,0
5232-nxpay,feminino,0,nao,nao,47,sim,nao,dsl,nao,nao,sim,sim,sim,sim,dois_anos,nao,cheque_enviado,74.45,3510.3,0,73.13125000000001,0
8967-szqas,feminino,0,nao,nao,14,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,nao,cheque_eletronico,50.45,765.45,0,51.03,0
4468-kazhe,feminino,1,sim,nao,20,sim,nao,dsl,nao,sim,nao,nao,nao,sim,mensal,sim,cheque_eletronico,60.0,1259.35,0,59.969047619047615,0
0455-entcr,masculino,0,sim,nao,66,sim,sim,dsl,sim,sim,nao,sim,sim,sim,dois_anos,nao,cheque_eletronico,85.25,5538.35,0,82.66194029850747,0
8944-ailef,masculino,0,sim,nao,15,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,cartao_credito,19.45,340.85,0,21.303125,0
5542-nkvru,feminino,0,nao,nao,42,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,sim,transferencia_bancaria,20.75,844.45,0,19.638372093023257,0
7126-rbhsd,feminino,0,sim,nao,17,sim,sim,fibra_otica,sim,nao,nao,nao,nao,nao,mensal,nao,cheque_eletronico,78.9,1348.95,0,74.94166666666666,0
5370-iivvl,masculino,0,nao,nao,37,sim,sim,fibra_otica,nao,sim,nao,sim,sim,sim,um_ano,sim,cartao_credito,104.5,3778.0,0,99.42105263157895,0
6789-hjbwg,feminino,0,nao,nao,12,sim,nao,dsl,nao,sim,nao,nao,nao,nao,mensal,sim,cheque_eletronico,49.4,611.65,0,47.05,0
3927-nlnry,masculino,0,sim,nao,53,sim,nao,fibra_otica,nao,sim,nao,nao,sim,sim,um_ano,sim,transferencia_bancaria,94.25,4867.95,1,90.14722222222223,0
9087-eycpr,feminino,0,nao,nao,60,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cheque_enviado,25.0,1505.05,0,24.67295081967213,0
6791-ybnak,masculino,0,sim,sim,18,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cartao_credito,25.55,467.85,0,24.623684210526317,0
6358-lyngm,masculino,0,nao,nao,1,sim,sim,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,74.9,74.9,1,37.45,1
6077-bdpxa,feminino,0,nao,nao,3,sim,nao,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,70.15,194.2,0,48.55,1
0013-mhzwf,feminino,0,nao,sim,9,sim,nao,dsl,nao,nao,nao,sim,sim,sim,mensal,sim,cartao_credito,69.4,571.45,0,57.145,0
5494-hecpr,feminino,0,nao,nao,1,sim,nao,fibra_otica,nao,nao,nao,nao,sim,nao,mensal,sim,cheque_eletronico,80.25,80.25,1,40.125,1
8268-ydixr,masculino,0,sim,nao,56,sim,sim,fibra_otica,sim,sim,sim,nao,nao,nao,um_ano,sim,cheque_eletronico,93.15,5253.95,0,92.17456140350878,0
9824-bemcv,masculino,0,sim,sim,17,sim,nao,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,69.0,1149.65,1,63.86944444444445,0
1373-orviz,feminino,0,sim,sim,11,sim,sim,dsl,nao,nao,nao,sim,nao,sim,mensal,sim,cheque_eletronico,66.35,740.8,1,61.73333333333333,0
4291-shsbh,masculino,0,nao,nao,7,sim,nao,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,69.55,521.35,0,65.16875,0
6980-imxxe,feminino,0,sim,sim,69,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,transferencia_bancaria,20.2,1412.65,0,20.180714285714288,0
9866-qevee,masculino,0,nao,nao,19,sim,sim,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,sim,transferencia_bancaria,86.0,1532.45,1,76.6225,0
9897-kxhcm,feminino,0,sim,sim,3,sim,nao,fibra_otica,nao,nao,nao,nao,nao,sim,mensal,sim,cheque_eletronico,80.3,250.05,1,62.5125,1
0040-halcw,masculino,0,sim,sim,54,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,cartao_credito,20.4,1090.6,0,19.829090909090908,0
0784-gtuuk,masculino,0,sim,nao,62,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,sim,cartao_credito,23.75,1446.8,0,22.965079365079365,0
7979-corpm,masculino,0,nao,nao,24,sim,sim,fibra_otica,nao,sim,nao,nao,sim,nao,mensal,sim,cartao_credito,90.55,2282.55,1,91.302,0
2294-dmmus,feminino,0,sim,sim,62,sim,sim,dsl,nao,nao,nao,nao,sim,sim,mensal,sim,cartao_credito,70.45,4300.45,0,68.2611111111111,0
0872-jcpib,masculino,0,nao,nao,17,sim,sim,dsl,sim,nao,nao,nao,nao,sim,mensal,nao,transferencia_bancaria,65.75,1111.2,0,61.733333333333334,0
3055-mjdsb,masculino,0,nao,nao,9,nao,sem_servico_telefone,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_enviado,24.6,190.1,0,19.009999999999998,0
9091-wtuuy,masculino,0,sim,sim,64,sim,nao,dsl,sim,nao,sim,sim,sim,nao,dois_anos,nao,cheque_enviado,69.25,4447.75,0,68.42692307692307,0
1618-cfhme,feminino,0,nao,nao,2,sim,sim,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,75.9,143.35,1,47.78333333333333,1
3165-hdoew,masculino,0,sim,sim,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_enviado,45.85,45.85,1,22.925,1
6581-nqcba,feminino,0,sim,nao,16,nao,sem_servico_telefone,dsl,nao,nao,nao,sim,sim,sim,mensal,sim,cheque_eletronico,49.95,810.2,1,47.65882352941177,0
7115-irdhs,feminino,0,sim,nao,72,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,transferencia_bancaria,24.65,1830.05,0,25.06917808219178,0
8496-dmzuk,masculino,0,nao,nao,30,sim,sim,fibra_otica,sim,sim,sim,nao,nao,nao,um_ano,nao,transferencia_bancaria,90.4,2820.65,0,90.98870967741935,0
2040-vzike,feminino,0,sim,nao,49,sim,sim,fibra_otica,sim,nao,nao,nao,sim,sim,mensal,sim,cheque_enviado,100.85,4847.35,0,96.947,0
9068-vpwqq,masculino,0,sim,nao,61,sim,sim,dsl,sim,nao,sim,sim,nao,sim,dois_anos,nao,cartao_credito,75.35,4729.3,0,76.27903225806452,0
0178-szbho,masculino,0,sim,sim,47,sim,sim,fibra_otica,nao,sim,nao,nao,sim,nao,mensal,nao,cheque_eletronico,87.2,4017.45,0,83.69687499999999,0
0384-rvbpi,masculino,0,nao,nao,20,sim,nao,dsl,sim,nao,sim,nao,nao,sim,mensal,nao,cartao_credito,64.4,1398.6,0,66.6,0
1689-mrzqr,masculino,0,sim,sim,34,sim,nao,fibra_otica,nao,nao,nao,nao,sim,nao,mensal,nao,cheque_eletronico,78.3,2564.3,1,73.2657142857143,0
1299-aurja,feminino,0,sim,sim,70,sim,sim,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,dois_anos,nao,transferencia_bancaria,24.7,1685.9,0,23.745070422535214,0
4525-vzczg,masculino,0,nao,sim,54,sim,nao,fibra_otica,sim,sim,nao,sim,sim,sim,um_ano,sim,cheque_eletronico,105.85,5826.65,0,105.93909090909091,0
1543-lllft,masculino,1,sim,nao,61,sim,sim,fibra_otica,nao,sim,sim,sim,sim,nao,um_ano,sim,cheque_enviado,98.3,6066.55,0,97.84758064516129,0
5835-beqeu,masculino,0,nao,nao,3,sim,sim,fibra_otica,nao,nao,nao,nao,nao,nao,mensal,sim,cheque_eletronico,76.95,228.4,1,57.1,1
2788-cjqaq,masculino,0,nao,nao,13,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,um_ano,nao,cheque_enviado,19.45,270.2,0,19.3,0
5565-filxa,feminino,1,nao,nao,16,sim,sim,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,96.15,1529.2,1,89.95294117647059,0
0319-qztco,feminino,0,sim,sim,3,sim,nao,dsl,nao,sim,nao,nao,sim,nao,mensal,sim,cartao_credito,58.7,168.6,0,42.15,1
2120-smpex,masculino,0,nao,nao,25,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,sim,cheque_enviado,20.15,536.35,0,20.628846153846155,0
0096-fcpuf,masculino,0,nao,nao,30,sim,sim,dsl,sim,nao,nao,nao,nao,sim,mensal,sim,cheque_enviado,64.5,1888.45,0,60.917741935483875,0
0668-ogmhd,feminino,0,sim,nao,21,nao,sem_servico_telefone,dsl,sim,nao,nao,nao,nao,nao,mensal,nao,cheque_eletronico,28.5,629.35,0,28.606818181818184,0
5552-znfsj,masculino,0,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque_eletronico,45.3,45.3,1,22.65,1
2223-kagmx,feminino,0,nao,nao,15,sim,nao,nao,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,sem_servico_internet,mensal,nao,transferencia_bancaria,19.4,289.3,1,18.08125,0
6507-zjsur,masculino,1,sim,nao,23,sim,nao,fibra_otica,nao,nao,nao,nao,sim,sim,mensal,sim,cheque_eletronico,90.45,2117.25,0,88.21875,0
9408-hrxrk,feminino,0,sim,sim,45,sim,sim,fibra_otica,sim,sim,nao,nao,sim,sim,mensal,sim,cheque_eletronico,105.15,4730.9,0,102.84565217391304,0
5593-suaoo,feminino,0,sim,sim,24,sim,sim,fibra_otica,nao,sim,sim,nao,nao,nao,um_ano,nao,transferencia_bancaria,83.15,2033.05,0,81.322,0
7321-pkuyw,feminino,0,nao,nao,11,sim,sim,fibra_otica,nao,nao,nao,sim,sim,nao,mensal,nao,cheque_eletronico,90.15,987.95,1,82.32916666666667,0
2833-slkdq,masculino,0,nao,nao,1,sim,nao,dsl,nao,nao,nao,nao,nao,nao,mensal,nao,cheque_enviado,45.05,45.05,1,22.525,1
6766-hfkla,feminino,0,sim,nao,56,sim,sim,fibra_otica,nao,nao,sim,sim,sim,sim,dois_anos,nao,transferencia_bancaria,103.2,5744.35,0,100.7780701754386,0
